Gene,Chr,Pos,. Genotypes
GRMZM2G068967,2,10786304,1
GRMZM2G068973,8,170864082,3
GRMZM2G068982,2,10782569,5
GRMZM2G068984,5,11690784,4
GRMZM2G069005,2,158234978,2
GRMZM2G069008,9,24361415,2
GRMZM2G069009,3,36833196,4
GRMZM2G069016,6,163663517,4
GRMZM2G069018,3,210050556,2
GRMZM2G069024,3,186485352,3
GRMZM2G069025,7,141119708,4
GRMZM2G069061,3,202140574,2
GRMZM2G069078,8,170865568,2
GRMZM2G069085,7,93547534,2
GRMZM2G069095,5,95904180,2
GRMZM2G069099,5,210101559,4
GRMZM2G069102,4,38022225,3
GRMZM2G069106,8,170878175,3
GRMZM2G069126,7,141133903,1
GRMZM2G069162,6,37901285,4
GRMZM2G069174,2,78023491,2
GRMZM2G069177,3,13312835,3
GRMZM2G069195,8,9901094,5
GRMZM2G069198,5,43152056,4
GRMZM2G069208,3,37866016,4
GRMZM2G069215,8,169781196,4
GRMZM2G069218,1,285534237,4
GRMZM2G069229,3,202136934,2
GRMZM2G069295,8,28477963,2
GRMZM2G069298,5,210105169,2
GRMZM2G069316,5,95902856,2
GRMZM2G069317,1,169432712,2
GRMZM2G069389,10,147931963,1
GRMZM2G069405,7,163915750,3
GRMZM2G069410,1,170669996,3
GRMZM2G069422,4,160118229,3
GRMZM2G069455,3,186928967,4
GRMZM2G069458,1,26037422,5
GRMZM2G069476,1,196427454,4
GRMZM2G069486,4,239083106,5
GRMZM2G069500,1,167208869,2
GRMZM2G069503,6,157496298,2
GRMZM2G069511,3,186926478,4
GRMZM2G069528,7,131127362,1
GRMZM2G069542,5,144808485,2
GRMZM2G069568,1,49936245,1
GRMZM2G069569,4,239076507,1
GRMZM2G069594,1,196440270,5
GRMZM2G069603,4,239072443,4
GRMZM2G069618,1,56892832,4
GRMZM2G069631,4,229502620,4
GRMZM2G069649,5,115730699,2
GRMZM2G069651,7,131787182,3
GRMZM2G069656,1,213895702,3
GRMZM2G069672,4,90198549,1
GRMZM2G069676,7,41731732,3
GRMZM2G069678,4,122870153,1
GRMZM2G069687,8,23957963,3
GRMZM2G069694,3,197282958,2
GRMZM2G069713,6,138872471,4
GRMZM2G069726,9,145041568,4
GRMZM2G069758,3,117079554,2
GRMZM2G069762,4,108547867,3
GRMZM2G069765,1,25382387,1
GRMZM2G069772,1,284062335,3
GRMZM2G069773,2,110823844,4
GRMZM2G069807,9,115378834,1
GRMZM2G069816,8,23962619,4
GRMZM2G069827,3,32231321,1
GRMZM2G069865,3,200426834,3
GRMZM2G069886,3,114435146,1
GRMZM2G069905,10,121460945,1
GRMZM2G069911,9,23815451,2
GRMZM2G069916,5,1314807,3
GRMZM2G069922,4,52098466,2
GRMZM2G069923,5,61801233,2
GRMZM2G069928,7,150008255,2
GRMZM2G069970,5,61839240,3
GRMZM2G069976,1,230802197,4
GRMZM2G070015,5,93160755,5
GRMZM2G070038,7,140673595,4
GRMZM2G070045,5,207708448,4
GRMZM2G070047,1,4983648,3
GRMZM2G070054,2,153928099,2
GRMZM2G070061,1,253493704,2
GRMZM2G070075,6,147711959,5
GRMZM2G070111,10,127616974,3
GRMZM2G070115,9,107650859,1
GRMZM2G070138,4,175130590,2
GRMZM2G070163,1,190488648,3
GRMZM2G070167,3,32240437,1
GRMZM2G070192,6,158268785,2
GRMZM2G070199,6,147725066,5
GRMZM2G070211,1,253503587,4
GRMZM2G070218,5,207705269,4
GRMZM2G070239,4,175134985,2
GRMZM2G070252,1,253506726,2
GRMZM2G070255,10,127614901,5
GRMZM2G070259,1,4993107,5
GRMZM2G070264,3,32247746,4
GRMZM2G070271,1,103311781,1
GRMZM2G070273,2,3067606,4
GRMZM2G070284,2,153859414,4
GRMZM2G070305,4,54095699,2
GRMZM2G070315,9,8778978,3
GRMZM2G070323,1,250440352,1
GRMZM2G070343,4,147218773,3
GRMZM2G070360,3,212156734,3
GRMZM2G070375,7,127970372,2
GRMZM2G070378,6,106095584,2
GRMZM2G070381,1,287594713,4
GRMZM2G070389,2,3080645,3
GRMZM2G070394,4,240194439,1
GRMZM2G070422,4,54122713,1
GRMZM2G070429,4,3481575,2
GRMZM2G070446,6,74458014,4
GRMZM2G070448,10,127604419,1
GRMZM2G070475,9,11398011,4
GRMZM2G070487,8,19512081,4
GRMZM2G070494,3,54801455,2
GRMZM2G070503,2,236030139,1
GRMZM2G070515,7,137339567,3
GRMZM2G070520,8,29730185,4
GRMZM2G070523,5,20197761,3
GRMZM2G070542,2,236046829,2
GRMZM2G070553,4,3459943,3
GRMZM2G070555,10,80735622,2
GRMZM2G070562,3,169617226,4
GRMZM2G070588,7,168572261,2
GRMZM2G070633,5,175436230,4
GRMZM2G070639,4,29168977,3
GRMZM2G070659,6,167574719,1
GRMZM2G070693,4,45266444,2
GRMZM2G070708,5,175440423,2
GRMZM2G070716,1,25371988,4
GRMZM2G070723,4,3453210,5
GRMZM2G070765,5,10491712,3
GRMZM2G070780,10,81957164,3
GRMZM2G070804,5,175448172,1
GRMZM2G070807,7,9903889,4
GRMZM2G070881,2,5925771,4
GRMZM2G070885,7,106494057,3
GRMZM2G070890,3,226980751,4
GRMZM2G070898,8,161881384,3
GRMZM2G070899,1,96314765,3
GRMZM2G070961,3,220702540,1
GRMZM2G071015,7,140409108,5
GRMZM2G071021,3,221689806,3
GRMZM2G071025,1,270251793,1
GRMZM2G071034,2,3090235,4
GRMZM2G071059,7,115131265,4
GRMZM2G071071,5,3195976,3
GRMZM2G071076,2,214613555,4
GRMZM2G071087,5,38477851,2
GRMZM2G071113,3,226768991,4
GRMZM2G071119,2,5898208,4
GRMZM2G071147,7,140419740,5
GRMZM2G071154,3,226769629,3
GRMZM2G071162,6,122582649,3
GRMZM2G071163,2,5859042,4
GRMZM2G071166,4,185865666,1
GRMZM2G071172,1,88000915,2
GRMZM2G071196,4,198325786,3
GRMZM2G071208,1,87989345,2
GRMZM2G071249,9,17668819,3
GRMZM2G071253,2,18811474,1
GRMZM2G071264,10,128702763,3
GRMZM2G071268,1,240998312,1
GRMZM2G071277,5,196412867,2
GRMZM2G071288,4,185866961,3
GRMZM2G071292,1,24798714,2
GRMZM2G071294,7,9905725,3
GRMZM2G071304,1,229066365,3
GRMZM2G071307,3,226819698,1
GRMZM2G071310,2,5852082,3
GRMZM2G071319,8,102398407,3
GRMZM2G071325,5,196407168,1
GRMZM2G071333,2,3104095,5
GRMZM2G071347,4,198333736,1
GRMZM2G071349,1,7302531,2
GRMZM2G071360,10,128699520,5
GRMZM2G071370,7,9913066,3
GRMZM2G071378,4,185874192,2
GRMZM2G071413,1,180812651,3
GRMZM2G071433,3,146089863,2
GRMZM2G071441,3,193097873,2
GRMZM2G071448,4,146532470,3
GRMZM2G071468,5,192501860,1
GRMZM2G071484,5,170164142,1
GRMZM2G071491,9,25248235,3
GRMZM2G071518,10,128696689,3
GRMZM2G071573,9,97250398,4
GRMZM2G071575,4,45262948,2
GRMZM2G071582,6,99944358,4
GRMZM2G071589,5,32663717,3
GRMZM2G071599,7,176021709,2
GRMZM2G071602,9,25256211,3
GRMZM2G071626,5,99723905,4
GRMZM2G071638,6,106176658,2
GRMZM2G071645,3,187390460,4
GRMZM2G071659,6,99953362,3
GRMZM2G071675,3,160035179,2
GRMZM2G071688,1,70576331,4
GRMZM2G071705,3,187433934,3
GRMZM2G071714,2,43200513,4
GRMZM2G071739,3,187437524,2
GRMZM2G071745,5,6913803,3
GRMZM2G071750,9,37264109,1
GRMZM2G071768,2,43188400,3
GRMZM2G071790,3,187442807,3
GRMZM2G071844,5,191360762,3
GRMZM2G071846,5,184168915,5
GRMZM2G071869,7,123062141,1
GRMZM2G071871,8,27121772,4
GRMZM2G071883,4,216761539,1
GRMZM2G071907,2,11753761,4
GRMZM2G071970,5,6907178,4
GRMZM2G071977,3,223680802,3
GRMZM2G071986,9,5319403,2
GRMZM2G071987,1,172188620,3
GRMZM2G071996,2,43182895,2
GRMZM2G071997,7,160289514,5
GRMZM2G072028,3,223683532,3
GRMZM2G072029,8,27117466,4
GRMZM2G072048,2,11737313,2
GRMZM2G072054,7,160284957,5
GRMZM2G072065,2,11733704,3
GRMZM2G072071,5,6879392,4
GRMZM2G072080,3,223691409,5
GRMZM2G072091,9,3856812,5
GRMZM2G072107,10,130372048,3
GRMZM2G072117,1,99989305,2
GRMZM2G072121,10,134792382,5
GRMZM2G072142,5,74902994,3
GRMZM2G072146,5,175862230,5
GRMZM2G072156,1,289067502,5
GRMZM2G072174,10,117573969,2
GRMZM2G072205,7,165534834,4
GRMZM2G072210,5,74891682,2
GRMZM2G072218,7,127248534,3
GRMZM2G072219,2,219859866,4
GRMZM2G072231,5,6871508,4
GRMZM2G072238,8,111192862,2
GRMZM2G072240,7,127251569,5
GRMZM2G072264,2,6196505,4
GRMZM2G072274,9,21966739,2
GRMZM2G072292,1,30803450,2
GRMZM2G072300,5,209150639,2
GRMZM2G072315,5,6866547,4
GRMZM2G072322,10,117570685,1
GRMZM2G072337,10,117566112,3
GRMZM2G072339,2,219911407,4
GRMZM2G072462,10,139380625,2
GRMZM2G072488,7,127267716,1
GRMZM2G072500,7,160246874,4
GRMZM2G072506,7,160242031,4
GRMZM2G072513,10,117557024,2
GRMZM2G072526,7,160234673,4
GRMZM2G072550,9,13992707,5
GRMZM2G072569,1,282529404,5
GRMZM2G072573,9,127208525,3
GRMZM2G072578,1,266369992,1
GRMZM2G072584,1,292222664,2
GRMZM2G072586,3,195786290,2
GRMZM2G072600,3,180906813,1
GRMZM2G072612,4,163464015,4
GRMZM2G072658,5,6859559,3
GRMZM2G072669,7,127296853,1
GRMZM2G072682,1,280829429,3
GRMZM2G072690,4,133452916,2
GRMZM2G072729,7,34223020,2
GRMZM2G072744,1,282537666,3
GRMZM2G072806,1,282549201,3
GRMZM2G072850,2,6172447,3
GRMZM2G072853,3,187451356,2
GRMZM2G072855,7,119950326,2
GRMZM2G072861,5,209670222,4
GRMZM2G072865,5,190557542,5
GRMZM2G072890,3,56989790,5
GRMZM2G072892,1,55575176,1
GRMZM2G072894,5,859643,4
GRMZM2G072898,1,261714461,2
GRMZM2G072909,9,64144755,4
GRMZM2G072911,5,196104010,4
GRMZM2G072939,1,171740832,1
GRMZM2G072973,5,49803158,3
GRMZM2G073003,3,187474677,1
GRMZM2G073017,5,24966102,4
GRMZM2G073023,6,68208017,4
GRMZM2G073034,5,24969344,1
GRMZM2G073049,3,109365606,1
GRMZM2G073054,2,58586046,5
GRMZM2G073059,4,234651025,3
GRMZM2G073077,10,65096629,1
GRMZM2G073079,4,70066701,3
GRMZM2G073086,6,108121231,2
GRMZM2G073123,9,39346428,2
GRMZM2G073150,6,108069594,3
GRMZM2G073180,3,54838693,2
GRMZM2G073197,2,205641464,1
GRMZM2G073199,4,199785581,5
GRMZM2G073223,6,98026884,4
GRMZM2G073228,7,141638395,1
GRMZM2G073250,5,188756883,4
GRMZM2G073275,7,119958409,2
GRMZM2G073310,6,149086859,2
GRMZM2G073312,6,98005583,5
GRMZM2G073347,8,119934859,1
GRMZM2G073376,3,187478117,1
GRMZM2G073377,7,141644194,1
GRMZM2G073399,1,223034463,5
GRMZM2G073401,1,63208504,4
GRMZM2G073404,8,142143315,2
GRMZM2G073427,1,170574040,3
GRMZM2G073429,1,287475726,4
GRMZM2G073433,6,3073253,1
GRMZM2G073460,3,218115087,3
GRMZM2G073465,10,145479987,4
GRMZM2G073495,6,3052226,2
GRMZM2G073498,9,147166776,3
GRMZM2G073504,7,141647307,2
GRMZM2G073510,1,223030626,5
GRMZM2G073511,1,287488694,3
GRMZM2G073535,6,156519729,5
GRMZM2G073551,6,167595594,4
GRMZM2G073567,9,140519582,2
GRMZM2G073571,4,239407776,4
GRMZM2G073578,4,28930473,2
GRMZM2G073581,10,141677485,4
GRMZM2G073584,3,141261943,5
GRMZM2G073591,1,37315192,5
GRMZM2G073609,5,217608498,2
GRMZM2G073622,8,156372499,4
GRMZM2G073628,1,44192259,5
GRMZM2G073630,5,155810356,5
GRMZM2G073668,1,264592100,2
GRMZM2G073693,8,15272042,2
GRMZM2G073700,6,112007078,2
GRMZM2G073725,1,248864336,4
GRMZM2G073731,4,239415558,4
GRMZM2G073750,3,123862461,4
GRMZM2G073755,1,57296700,3
GRMZM2G073770,4,154264609,4
GRMZM2G073779,4,836492,5
GRMZM2G073788,4,225072726,2
GRMZM2G073814,1,210463764,3
GRMZM2G073823,4,830435,2
GRMZM2G073826,5,135302345,1
GRMZM2G073836,5,135279948,1
GRMZM2G073840,10,1288177,4
GRMZM2G073861,2,8505095,1
GRMZM2G073888,8,79279913,1
GRMZM2G073892,5,217536190,1
GRMZM2G073908,10,31488690,2
GRMZM2G073912,1,269226392,2
GRMZM2G073934,5,21571818,2
GRMZM2G073942,2,195524130,1
GRMZM2G073943,10,30368428,4
GRMZM2G073950,5,169232689,3
GRMZM2G073954,4,170408581,1
GRMZM2G073959,8,173201945,4
GRMZM2G073988,1,210398787,3
GRMZM2G074015,4,239643224,5
GRMZM2G074017,5,169231111,2
GRMZM2G074024,1,248853691,3
GRMZM2G074028,8,173177749,3
GRMZM2G074037,9,91413445,4
GRMZM2G074053,5,194093078,3
GRMZM2G074082,7,18520244,3
GRMZM2G074085,9,44334479,4
GRMZM2G074087,4,35985764,3
GRMZM2G074097,3,218835439,4
GRMZM2G074099,5,168870448,2
GRMZM2G074102,1,73874139,2
GRMZM2G074103,8,25343592,5
GRMZM2G074107,10,148641216,2
GRMZM2G074114,1,191446891,4
GRMZM2G074122,4,227272902,4
GRMZM2G074138,1,76609876,2
GRMZM2G074158,1,278184055,1
GRMZM2G074193,1,248849795,4
GRMZM2G074241,3,145763304,3
GRMZM2G074245,5,194096593,4
GRMZM2G074252,4,239640858,3
GRMZM2G074254,1,248847420,4
GRMZM2G074262,3,176290231,4
GRMZM2G074270,1,191441993,2
GRMZM2G074278,4,239630796,4
GRMZM2G074280,4,35984105,3
GRMZM2G074282,5,66428664,3
GRMZM2G074300,4,31005335,3
GRMZM2G074306,2,140969590,2
GRMZM2G074323,7,8062202,2
GRMZM2G074351,2,148102053,4
GRMZM2G074373,3,98802196,3
GRMZM2G074377,8,114742394,2
GRMZM2G074381,3,37098383,4
GRMZM2G074386,7,136571098,5
GRMZM2G074401,1,44800879,4
GRMZM2G074404,1,287705851,4
GRMZM2G074414,4,239627421,4
GRMZM2G074423,4,239623871,4
GRMZM2G074427,6,160167106,5
GRMZM2G074436,4,144043138,4
GRMZM2G074454,6,117850422,2
GRMZM2G074462,8,167013522,2
GRMZM2G074466,3,219834744,2
GRMZM2G074472,7,142813717,2
GRMZM2G074479,7,8051508,3
GRMZM2G074489,10,65474435,1
GRMZM2G074514,9,150886977,5
GRMZM2G074517,3,60571127,1
GRMZM2G074530,2,89667,1
GRMZM2G074531,7,51025209,3
GRMZM2G074549,7,23534680,3
GRMZM2G074567,2,170299267,3
GRMZM2G074572,3,219884906,2
GRMZM2G074580,3,10674044,2
GRMZM2G074589,9,106787755,4
GRMZM2G074599,3,222997563,2
GRMZM2G074604,5,186677396,5
GRMZM2G074611,9,16432357,1
GRMZM2G074634,5,84101529,3
GRMZM2G074672,7,107856010,5
GRMZM2G074687,2,170267329,2
GRMZM2G074689,10,128815872,5
GRMZM2G074718,10,148637884,4
GRMZM2G074735,8,145163352,4
GRMZM2G074742,3,48981561,3
GRMZM2G074754,10,148633635,2
GRMZM2G074759,10,148627810,3
GRMZM2G074787,10,148605341,5
GRMZM2G074790,6,161728715,4
GRMZM2G074792,6,158224895,5
GRMZM2G074804,5,39137195,3
GRMZM2G074805,5,68426862,1
GRMZM2G074818,10,42881186,2
GRMZM2G074821,3,211381077,4
GRMZM2G074850,6,68813702,3
GRMZM2G074857,8,3662513,3
GRMZM2G074863,1,247421668,2
GRMZM2G074898,5,19124238,3
GRMZM2G074899,1,247426087,1
GRMZM2G074906,6,158196150,5
GRMZM2G074914,2,57659851,1
GRMZM2G074956,5,68399284,2
GRMZM2G074957,5,68395541,2
GRMZM2G075003,1,195043442,5
GRMZM2G075018,7,42927185,2
GRMZM2G075023,8,166230920,1
GRMZM2G075027,5,61234831,3
GRMZM2G075039,5,33983533,3
GRMZM2G075051,5,31269634,3
GRMZM2G075077,5,33979838,3
GRMZM2G075104,9,124149942,2
GRMZM2G075117,4,179626114,1
GRMZM2G075122,2,213175540,5
GRMZM2G075124,4,172086276,4
GRMZM2G075132,6,156522088,5
GRMZM2G075136,5,204804910,4
GRMZM2G075150,5,33969330,3
GRMZM2G075153,1,65036747,1
GRMZM2G075158,5,204196888,2
GRMZM2G075223,5,204804910,4
GRMZM2G075227,9,153456799,5
GRMZM2G075244,2,213189599,1
GRMZM2G075245,1,55505516,3
GRMZM2G075247,1,222398812,3
GRMZM2G075250,8,28128287,1
GRMZM2G075255,5,185693656,5
GRMZM2G075260,5,204809839,5
GRMZM2G075265,5,197944521,4
GRMZM2G075290,1,58418886,2
GRMZM2G075294,8,159335353,4
GRMZM2G075320,3,28819445,2
GRMZM2G075333,5,89153113,2
GRMZM2G075336,4,172080313,4
GRMZM2G075368,4,170789553,3
GRMZM2G075372,5,204179312,4
GRMZM2G075387,2,215260199,2
GRMZM2G075408,6,73857855,3
GRMZM2G075431,2,215255939,2
GRMZM2G075438,7,155249420,2
GRMZM2G075459,1,15414931,2
GRMZM2G075470,9,1848581,4
GRMZM2G075485,4,233327393,4
GRMZM2G075488,9,16678403,5
GRMZM2G075489,4,170806554,3
GRMZM2G075496,4,42101986,3
GRMZM2G075502,1,58472977,1
GRMZM2G075505,9,153417580,5
GRMZM2G075513,4,170815449,2
GRMZM2G075528,8,142497334,4
GRMZM2G075551,2,111975666,1
GRMZM2G075562,5,204170384,3
GRMZM2G075563,9,153414881,3
GRMZM2G075582,9,16669223,4
GRMZM2G075584,6,84063334,4
GRMZM2G075610,8,142532178,4
GRMZM2G075619,2,212810723,5
GRMZM2G075624,5,67824603,2
GRMZM2G075628,6,127527,3
GRMZM2G075630,10,147466440,2
GRMZM2G075651,8,72932141,3
GRMZM2G075655,4,41956130,2
GRMZM2G075676,10,120278262,1
GRMZM2G075680,2,124107217,4
GRMZM2G075683,5,186119903,2
GRMZM2G075701,1,8030505,3
GRMZM2G075712,1,19262013,4
GRMZM2G075719,7,150422015,1
GRMZM2G075744,2,212808319,4
GRMZM2G075775,4,63420514,1
GRMZM2G075794,7,153253054,3
GRMZM2G075796,8,64567874,5
GRMZM2G075828,7,153223236,2
GRMZM2G075839,8,64573252,4
GRMZM2G075844,5,61213313,4
GRMZM2G075851,4,67492837,3
GRMZM2G075900,3,118162980,3
GRMZM2G075901,1,8040277,4
GRMZM2G075942,4,186874352,3
GRMZM2G075956,8,166079060,4
GRMZM2G075974,1,261568729,1
GRMZM2G075978,5,213845379,3
GRMZM2G075988,1,56306668,4
GRMZM2G075992,8,32570799,2
GRMZM2G076006,6,133205894,5
GRMZM2G076017,2,187368128,2
GRMZM2G076029,3,28351167,3
GRMZM2G076062,1,12166037,4
GRMZM2G076075,2,187379724,5
GRMZM2G076087,4,186841292,2
GRMZM2G076104,3,28333920,5
GRMZM2G076152,8,170961560,2
GRMZM2G076204,2,12998485,1
GRMZM2G076225,7,152438582,3
GRMZM2G076239,2,8914645,5
GRMZM2G076257,1,191199088,5
GRMZM2G076276,5,13227825,3
GRMZM2G076279,2,28639884,5
GRMZM2G076303,9,38908562,2
GRMZM2G076313,5,199722025,4
GRMZM2G076327,1,124626982,2
GRMZM2G076329,6,38271519,4
GRMZM2G076345,4,62862583,1
GRMZM2G076348,4,70124391,3
GRMZM2G076351,2,77469780,1
GRMZM2G076387,7,152449835,3
GRMZM2G076394,2,113316432,1
GRMZM2G076399,6,38269205,4
GRMZM2G076410,8,172806217,1
GRMZM2G076415,2,146123651,2
GRMZM2G076450,8,172811805,4
GRMZM2G076468,1,94819611,4
GRMZM2G076484,7,33089177,4
GRMZM2G076526,9,91252459,4
GRMZM2G076537,1,47509657,2
GRMZM2G076539,2,8910274,5
GRMZM2G076542,7,33052370,2
GRMZM2G076544,8,135138844,2
GRMZM2G076584,2,57126310,4
GRMZM2G076597,1,237747704,4
GRMZM2G076602,10,145351019,4
GRMZM2G076613,9,82993996,1
GRMZM2G076617,9,101270461,3
GRMZM2G076630,7,8177358,5
GRMZM2G076636,8,29230957,2
GRMZM2G076676,5,13280429,3
GRMZM2G076683,4,156417770,1
GRMZM2G076688,3,178310132,1
GRMZM2G076723,1,198739275,4
GRMZM2G076730,2,201592643,2
GRMZM2G076802,7,126518732,5
GRMZM2G076810,4,203129003,4
GRMZM2G076826,2,8900325,5
GRMZM2G076827,8,151186451,4
GRMZM2G076844,2,14798773,2
GRMZM2G076868,6,26668296,2
GRMZM2G076885,5,6446054,2
GRMZM2G076905,2,121583834,4
GRMZM2G076911,1,157135074,2
GRMZM2G076950,2,21392733,3
GRMZM2G076972,9,19805659,2
GRMZM2G076989,1,157133350,1
GRMZM2G077002,2,21398602,3
GRMZM2G077004,7,162404389,4
GRMZM2G077024,1,157128792,2
GRMZM2G077034,5,6444976,4
GRMZM2G077036,10,136710398,4
GRMZM2G077040,9,19802262,2
GRMZM2G077045,1,25172191,1
GRMZM2G077054,8,151205276,2
GRMZM2G077068,1,221237525,4
GRMZM2G077069,10,136701310,1
GRMZM2G077079,1,290958138,5
GRMZM2G077088,5,6442413,5
GRMZM2G077114,9,80810177,3
GRMZM2G077124,7,174280385,3
GRMZM2G077125,8,136968532,3
GRMZM2G077127,1,22439492,5
GRMZM2G077131,1,254981633,3
GRMZM2G077150,2,110746012,1
GRMZM2G077181,1,290956251,1
GRMZM2G077183,1,300469474,3
GRMZM2G077197,3,5985118,1
GRMZM2G077208,5,56842978,3
GRMZM2G077214,1,254986342,4
GRMZM2G077215,2,220097744,3
GRMZM2G077222,1,300468580,2
GRMZM2G077227,3,5994247,4
GRMZM2G077233,8,616978,1
GRMZM2G077253,4,194515239,2
GRMZM2G077256,2,220075155,2
GRMZM2G077258,4,163391693,2
GRMZM2G077279,3,174829165,4
GRMZM2G077293,3,203758254,3
GRMZM2G077307,3,201987617,4
GRMZM2G077316,1,76733242,4
GRMZM2G077317,10,80394047,1
GRMZM2G077320,1,196971325,2
GRMZM2G077356,5,7772797,3
GRMZM2G077361,7,45147804,1
GRMZM2G077375,3,208537038,1
GRMZM2G077401,3,208543115,5
GRMZM2G077404,5,6428907,5
GRMZM2G077406,7,146119308,4
GRMZM2G077415,3,91357278,1
GRMZM2G077420,2,28894216,5
GRMZM2G077458,10,129511552,3
GRMZM2G077463,7,146120569,3
GRMZM2G077486,10,80405995,4
GRMZM2G077488,1,138612312,2
GRMZM2G077490,6,168098802,3
GRMZM2G077498,6,150660765,1
GRMZM2G077531,5,217627742,1
GRMZM2G077541,2,2326494,4
GRMZM2G077546,8,71383690,1
GRMZM2G077596,1,300423455,5
GRMZM2G077607,3,208615137,5
GRMZM2G077615,1,3270335,2
GRMZM2G077621,6,150679771,5
GRMZM2G077632,2,215912186,2
GRMZM2G077662,6,150685107,5
GRMZM2G077669,1,3272787,5
GRMZM2G077711,9,148367277,4
GRMZM2G077744,2,2346281,3
GRMZM2G077757,1,144956097,3
GRMZM2G077760,1,3278670,5
GRMZM2G077769,1,3280441,5
GRMZM2G077780,1,3281775,5
GRMZM2G077797,1,41850866,2
GRMZM2G077809,3,164584611,4
GRMZM2G077811,2,19282285,2
GRMZM2G077823,2,212352150,5
GRMZM2G077837,6,62545260,4
GRMZM2G077842,3,113593762,1
GRMZM2G077845,2,209011066,2
GRMZM2G077851,1,151357269,1
GRMZM2G077863,2,95447089,4
GRMZM2G077895,9,135892336,1
GRMZM2G077897,1,68561484,4
GRMZM2G077914,8,9627491,1
GRMZM2G077922,6,92973481,1
GRMZM2G077937,1,97502855,2
GRMZM2G077942,1,32868348,3
GRMZM2G077960,1,68556449,5
GRMZM2G077981,3,6290346,4
GRMZM2G077989,5,160833636,3
GRMZM2G077991,1,68543795,3
GRMZM2G078022,1,220892469,4
GRMZM2G078033,2,2361738,1
GRMZM2G078052,1,41854434,2
GRMZM2G078058,3,6293687,3
GRMZM2G078077,4,145615210,1
GRMZM2G078090,3,88708944,5
GRMZM2G078092,4,145622814,4
GRMZM2G078118,5,215489847,4
GRMZM2G078124,2,192698974,3
GRMZM2G078143,4,20772981,4
GRMZM2G078154,1,222761635,4
GRMZM2G078164,1,39904249,1
GRMZM2G078174,2,2281105,4
GRMZM2G078178,5,17377107,1
GRMZM2G078198,4,200874339,4
GRMZM2G078200,1,287890160,1
GRMZM2G078204,5,18280142,5
GRMZM2G078238,9,130405929,3
GRMZM2G078252,1,275688352,2
GRMZM2G078264,10,1349115,4
GRMZM2G078267,8,18428791,1
GRMZM2G078272,5,160752448,4
GRMZM2G078274,2,2274276,3
GRMZM2G078275,1,275677532,4
GRMZM2G078279,2,23555129,1
GRMZM2G078292,10,76224506,3
GRMZM2G078297,7,116516557,4
GRMZM2G078314,3,175868632,4
GRMZM2G078320,3,148648077,3
GRMZM2G078373,2,23548211,2
GRMZM2G078379,5,22737827,2
GRMZM2G078382,4,127454955,2
GRMZM2G078396,5,215478051,5
GRMZM2G078401,1,220941180,2
GRMZM2G078409,2,23542813,2
GRMZM2G078412,1,220980063,4
GRMZM2G078416,1,275668778,2
GRMZM2G078440,2,23538198,2
GRMZM2G078441,9,148446634,5
GRMZM2G078458,6,62556857,2
GRMZM2G078468,8,106939061,2
GRMZM2G078480,2,190187153,3
GRMZM2G078500,3,172333457,4
GRMZM2G078526,2,23529796,2
GRMZM2G078541,2,2366261,3
GRMZM2G078548,2,228800474,3
GRMZM2G078569,1,211622456,4
GRMZM2G078576,3,192114765,3
GRMZM2G078638,2,228805554,2
GRMZM2G078641,10,123106333,1
GRMZM2G078650,2,51329149,3
GRMZM2G078656,7,17291453,3
GRMZM2G078691,7,131185931,3
GRMZM2G078711,6,137926841,1
GRMZM2G078725,5,205789277,3
GRMZM2G078754,7,82568104,2
GRMZM2G078756,3,200190482,3
GRMZM2G078779,7,131190292,1
GRMZM2G078781,6,156878432,4
GRMZM2G078798,6,125881497,1
GRMZM2G078799,4,230947073,2
GRMZM2G078820,6,97319642,2
GRMZM2G078826,3,226476678,1
GRMZM2G078832,4,231727304,4
GRMZM2G078839,3,2720088,4
GRMZM2G078887,5,215357838,5
GRMZM2G078890,9,123106350,4
GRMZM2G078895,3,45035297,4
GRMZM2G078926,3,209543640,2
GRMZM2G078933,9,137488550,4
GRMZM2G078941,8,7617340,3
GRMZM2G078985,6,138057539,1
GRMZM2G078995,3,224890002,2
GRMZM2G079013,5,215340237,3
GRMZM2G079031,1,93491689,4
GRMZM2G079066,9,155569933,2
GRMZM2G079083,5,15194299,4
GRMZM2G079089,3,219335627,3
GRMZM2G079109,2,194036747,3
GRMZM2G079112,1,38444147,3
GRMZM2G079143,4,240115465,3
GRMZM2G079196,3,45051113,2
GRMZM2G079226,7,166152255,4
GRMZM2G079231,2,194042900,2
GRMZM2G079257,8,172671633,4
GRMZM2G079263,6,162013453,4
GRMZM2G079281,2,223495256,4
GRMZM2G079306,9,12878033,4
GRMZM2G079308,6,103151677,2
GRMZM2G079316,4,178571351,4
GRMZM2G079323,2,54965815,1
GRMZM2G079342,10,121537921,2
GRMZM2G079343,5,27595137,4
GRMZM2G079348,4,240105913,1
GRMZM2G079353,4,178579713,2
GRMZM2G079381,4,178584581,1
GRMZM2G079389,8,172682444,2
GRMZM2G079397,7,166152277,2
GRMZM2G079428,1,229849614,4
GRMZM2G079436,4,201108957,3
GRMZM2G079440,6,137143798,3
GRMZM2G079452,4,16786133,4
GRMZM2G079458,8,13799386,4
GRMZM2G079468,8,172691158,4
GRMZM2G079471,4,195326303,3
GRMZM2G079477,4,201114294,1
GRMZM2G079487,1,88530693,4
