name2	S	ThetaW	ThetaPi	ThetaH	TajD	seqbp
GRMZM2G047412	6	1.25967	1.85176	0.626715	1.13531	230
GRMZM2G047414	4	0.834088	1.35123	1.4093	1.31877	105
GRMZM2G047419	2	0.42738	0.285581	2.0095	-0.564436	256
GRMZM2G047422	1	0.211494	0.119048	NA	-0.551362	67
GRMZM2G047431	2	0.419025	0.278537	0.0334023	-0.559218	293
GRMZM2G047448	1	0.229885	0.443975	NA	1.27686	202
GRMZM2G047456	3	0.655389	0.880159	0.103846	0.693656	148
GRMZM2G047457	4	0.85561	1.03869	NA	0.466883	266
GRMZM2G047474	14	2.94589	2.89518	1.24747	-0.0502035	393
GRMZM2G047476	1	0.207531	0.0285714	1.97143	-1.06734	132
GRMZM2G047479	0	0	0	NA	NA	80
GRMZM2G047486	11	2.29745	4.76479	NA	2.97459	337
GRMZM2G047509	5	1.05214	1.38083	1.39994	0.718242	88
GRMZM2G047512	1	0.208796	0.163301	0.0158033	-0.27134	78
GRMZM2G047513	1	0.210116	0.507692	0.507692	1.77478	142
GRMZM2G047528	3	0.637496	1.01945	1.5099	1.17875	172
GRMZM2G047533	4	0.846835	1.17084	0.031746	0.826258	321
GRMZM2G047564	5	1.04404	0.231833	3.88849	-1.77476	134
GRMZM2G047572	12	2.52712	2.72117	1.53005	0.21807	262
GRMZM2G047577	11	2.30336	2.3351	7.75445	0.0382658	118
GRMZM2G047588	14	2.94527	2.83282	0.160731	-0.111325	292
GRMZM2G047590	1	0.214445	0.282486	0	0.405805	168
GRMZM2G047592	0	0	0	0	NA	134
GRMZM2G047600	5	1.07358	1.92543	0.871577	1.86141	146
GRMZM2G047607	5	1.04277	1.20284	3.79907	0.349773	417
GRMZM2G047613	3	0.629263	0.468596	0.0445543	-0.495829	196
GRMZM2G047616	16	3.33998	5.76654	5.85991	2.14795	352
GRMZM2G047626	3	0.625124	0.324971	1.91646	-0.926292	171
GRMZM2G047632	12	2.612	4.78749	0.623793	2.44469	141
GRMZM2G047637	3	0.669879	1.42389	0.58695	2.32694	252
GRMZM2G047652	11	2.30389	2.75236	9.08509	0.540663	210
GRMZM2G047656	0	0	0	NA	NA	244
GRMZM2G047677	0	0	0	NA	NA	103
GRMZM2G047684	8	1.68944	3.2717	1.91565	2.44808	398
GRMZM2G047695	11	2.30749	2.94465	3.27304	0.768153	347
GRMZM2G047699	0	0	0	NA	NA	56
GRMZM2G047705	5	1.05997	1.10948	1.21962	0.108182	240
GRMZM2G047715	2	0.416328	0.141175	0.00372671	-1.09525	259
GRMZM2G047720	0	0	0	NA	NA	116
GRMZM2G047727	2	0.421732	1.00325	0.986476	2.31474	85
GRMZM2G047732	4	0.841901	0.781888	2.18569	-0.153037	103
GRMZM2G047759	5	1.0612	0.944834	0.0385792	-0.25427	160
GRMZM2G047762	5	1.06474	1.11964	0.341057	0.119958	138
GRMZM2G047774	6	1.26851	1.14628	4.96899	-0.234378	347
GRMZM2G047777	6	1.24772	0.831183	1.93542	-0.798695	272
GRMZM2G047781	6	1.28914	1.37959	0.889926	0.173432	155
GRMZM2G047791	16	3.37652	3.59284	7.41803	0.191484	387
GRMZM2G047800	5	1.06419	2.38032	NA	2.8759	200
GRMZM2G047813	6	1.26093	1.27947	0.198581	0.0355624	125
GRMZM2G047815	6	1.25708	1.51562	1.81181	0.495739	127
GRMZM2G047835	11	2.33169	3.99634	0.970162	2.00687	624
GRMZM2G047842	1	0.214445	0.0333333	1.96667	-1.08017	61
GRMZM2G047855	8	1.67887	2.39143	2.57496	1.10247	249
GRMZM2G047860	5	1.0453	1.58857	1.94116	1.18711	125
GRMZM2G047867	5	1.0672	1.94417	4.6756	1.91629	273
GRMZM2G047875	19	4.03684	5.78693	1.13271	1.33762	603
GRMZM2G047894	18	3.78939	4.00285	7.92046	0.17092	411
GRMZM2G047918	5	1.0633	1.62153	0.956848	1.2198	184
GRMZM2G047941	10	2.10835	3.05732	0.429932	1.23436	321
GRMZM2G047949	37	7.79003	12.708	11.5661	2.07324	641
GRMZM2G047954	4	0.846435	1.14373	0.0938177	0.75813	174
GRMZM2G047956	0	0	0	NA	NA	111
GRMZM2G047961	3	0.635341	0.830557	0.310621	0.602451	95
GRMZM2G047968	7	1.46301	1.44586	3.55347	-0.0293385	155
GRMZM2G047969	11	2.31025	1.86751	4.79697	-0.533765	330
GRMZM2G047971	8	1.67175	2.38827	1.70206	1.10861	89
GRMZM2G047995	11	2.29968	1.64525	6.12282	-0.788964	231
GRMZM2G047999	6	1.27355	1.16797	1.3194	-0.202454	212
GRMZM2G048006	7	1.48366	1.69545	3.15505	0.36246	273
GRMZM2G048008	7	1.46295	0.40285	1.80731	-1.81428	471
GRMZM2G048010	10	2.09396	2.44702	0.481272	0.45924	245
GRMZM2G048013	2	0.432138	0.40441	NA	-0.110375	39
GRMZM2G048022	3	0.633104	0.732293	NA	0.306103	201
GRMZM2G048045	0	0	0	0	NA	122
GRMZM2G048067	26	5.4591	4.14319	15.4907	-0.763668	947
GRMZM2G048073	4	0.846161	0.596756	0	-0.636009	219
GRMZM2G048085	1	0.207531	0.0285714	0	-1.06734	137
GRMZM2G048106	14	2.92612	4.0837	1.44104	1.146	328
GRMZM2G048117	4	0.832656	0.335956	3.60521	-1.26664	120
GRMZM2G048121	2	0.418913	0.142682	NA	-1.09954	253
GRMZM2G048129	4	0.841901	0.438586	NA	-1.0285	129
GRMZM2G048131	0	0	0	NA	NA	36
GRMZM2G048136	1	0.207531	0.268737	0.0501035	0.365039	143
GRMZM2G048140	2	0.420291	0.282349	0	-0.549081	229
GRMZM2G048147	7	1.4618	1.5188	1.33142	0.0975545	263
GRMZM2G048150	1	0.2324	0.493612	0.7259	1.5579	18
GRMZM2G048154	4	0.843342	1.38179	0.862444	1.3731	133
GRMZM2G048170	3	0.63967	0.987564	0.106004	1.07363	71
GRMZM2G048172	8	1.70962	1.37764	NA	-0.513643	553
GRMZM2G048175	9	1.91283	2.8821	1.00665	1.36945	288
GRMZM2G048192	3	0.648337	0.438167	NA	-0.648598	215
GRMZM2G048194	11	2.31612	3.69196	1.34313	1.65869	322
GRMZM2G048200	2	0.416328	0.247596	1.74894	-0.671642	257
GRMZM2G048205	6	1.25564	1.75945	0.793401	0.966028	277
GRMZM2G048210	12	2.62487	3.61927	4.84824	1.11744	211
GRMZM2G048225	5	1.05497	1.08655	3.2765	0.0690213	241
GRMZM2G048230	1	0.211494	0.410714	0.160714	1.18817	88
GRMZM2G048243	24	5.05245	3.49918	6.97156	-0.967861	738
GRMZM2G048257	1	0.207531	0.506832	0.536646	1.78507	239
GRMZM2G048274	4	0.845891	0.994997	2.00324	0.380238	658
GRMZM2G048276	11	2.29733	2.63232	4.60132	0.403859	566
GRMZM2G048277	2	0.417647	0.385215	2.07632	-0.129098	100
GRMZM2G048281	2	0.42161	0.44026	0.0867244	0.0742357	149
GRMZM2G048287	4	0.834088	0.533631	2.19101	-0.766198	154
GRMZM2G048294	13	2.72519	4.74963	6.68971	2.1308	800
GRMZM2G048295	3	0.653883	0.619996	0.0528821	-0.104577	146
GRMZM2G048305	5	1.04536	0.637424	8.67509	-0.891381	646
GRMZM2G048313	2	0.458844	0.96746	0.975397	2.02456	74
GRMZM2G048324	11	2.30663	2.12048	6.52087	-0.224426	376
GRMZM2G048335	3	0.640458	1.07542	2.82756	1.34233	107
GRMZM2G048353	2	0.423051	0.640592	0	0.865929	74
GRMZM2G048363	14	2.94625	4.29874	10.5499	1.33897	319
GRMZM2G048366	1	0.211494	0.146329	NA	-0.38865	133
GRMZM2G048371	4	0.842013	0.152579	0.00339027	-1.75813	300
GRMZM2G048375	7	1.49599	1.84271	NA	0.593381	430
GRMZM2G048392	6	1.25949	2.08729	1.06168	1.58727	308
GRMZM2G048411	23	4.85111	6.04965	6.04841	0.775432	800
GRMZM2G048430	1	0.214445	0.235028	NA	0.122762	50
GRMZM2G048434	4	0.835529	0.686562	3.16091	-0.379882	197
GRMZM2G048435	6	1.27513	1.0864	3.098	-0.3619	452
GRMZM2G048450	0	0	0	NA	NA	246
GRMZM2G048455	10	2.08169	1.43282	3.7893	-0.844009	245
GRMZM2G048458	8	1.71035	2.23162	2.86129	0.806517	267
GRMZM2G048472	3	0.636319	0.598624	0.117594	-0.11633	151
GRMZM2G048474	9	1.90719	2.23453	3.35314	0.462496	246
GRMZM2G048475	16	3.37326	4.35081	7.4991	0.865307	322
GRMZM2G048482	20	4.19346	6.8313	9.43734	1.92858	371
GRMZM2G048494	7	1.46847	2.74738	3.30961	2.18877	426
GRMZM2G048497	0	0	0	NA	NA	227
GRMZM2G048522	2	0.42161	1.00767	0.476687	2.33284	268
GRMZM2G048537	0	0	0	NA	NA	22
GRMZM2G048546	3	0.625124	0.312592	3.4486	-0.964494	279
GRMZM2G048549	11	2.32887	3.6904	2.53582	1.64144	285
GRMZM2G048551	1	0.219447	0.229909	NA	0.0623984	191
GRMZM2G048557	0	0	0	NA	NA	38
GRMZM2G048559	3	0.631961	0.373414	0.0455073	-0.797893	251
GRMZM2G048561	17	3.58188	5.36578	3.83248	1.4999	305
GRMZM2G048576	8	1.68377	2.29173	NA	0.940625	129
GRMZM2G048582	24	5.01838	6.30023	12.0522	0.798741	616
GRMZM2G048584	3	0.633104	1.00252	0.00745921	1.14005	151
GRMZM2G048591	1	0.214445	0.39774	NA	1.0932	179
GRMZM2G048596	3	0.651416	0.831723	0.0652356	0.556439	125
GRMZM2G048611	2	0.430474	0.372275	0.0683616	-0.23166	257
GRMZM2G048616	5	1.04944	1.61073	2.10104	1.2265	246
GRMZM2G048621	9	1.96595	2.85908	0.750485	1.26188	136
GRMZM2G048626	4	0.852084	0.853606	2.61031	0.00388309	251
GRMZM2G048635	4	0.842022	0.973519	1.39335	0.335331	379
GRMZM2G048644	12	2.50853	3.96692	4.98602	1.63885	472
GRMZM2G048651	0	0	0	NA	NA	41
GRMZM2G048661	3	0.644008	0.100673	0.00172998	-1.67677	276
GRMZM2G048665	8	1.68807	1.63819	0.583472	-0.0771715	447
GRMZM2G048672	0	0	0	NA	NA	86
GRMZM2G048680	18	3.76883	2.50817	10.3547	-1.00942	613
GRMZM2G048697	7	1.45525	2.19525	NA	1.26646	118
GRMZM2G048703	5	1.04547	0.94949	4.69304	-0.209726	152
GRMZM2G048705	2	0.417593	1.00922	0.449517	2.35498	82
GRMZM2G048733	2	0.424561	0.773395	NA	1.38854	137
GRMZM2G048740	4	0.848042	1.16896	2.63124	0.818388	238
GRMZM2G048762	6	1.25542	1.35851	1.61432	0.197681	311
GRMZM2G048763	6	1.25949	1.26912	NA	0.0184591	242
GRMZM2G048775	6	1.29175	1.72765	NA	0.835831	251
GRMZM2G048793	5	1.05471	0.861223	0.499461	-0.422802	74
GRMZM2G048800	31	6.50727	9.75796	6.90484	1.61053	451
GRMZM2G048801	6	1.27375	0.697466	5.02957	-1.10501	548
GRMZM2G048806	21	4.39711	4.41736	5.7039	0.0141863	533
GRMZM2G048819	2	0.42356	0.36251	1.97143	-0.243012	631
GRMZM2G048821	16	3.37643	5.21012	7.82184	1.62315	210
GRMZM2G048826	0	0	0	NA	NA	198
GRMZM2G048836	11	2.32395	2.82024	1.12257	0.598325	530
GRMZM2G048843	1	0.210116	0.0596737	0.0018648	-0.897256	109
GRMZM2G048846	1	0.211494	0.458333	0.240079	1.47218	101
GRMZM2G048850	2	0.419025	0.897813	0.179067	1.90583	165
GRMZM2G048851	0	0	0	0	NA	303
GRMZM2G048854	9	1.91965	4.02915	2.48027	2.98046	202
GRMZM2G048883	9	1.87976	1.53908	8.00623	-0.48133	482
GRMZM2G048892	1	0.212935	0.444209	NA	1.37935	72
GRMZM2G048904	5	1.05673	0.860915	1.35314	-0.427873	316
GRMZM2G048907	2	0.426145	0.688585	0.0564103	1.04465	319
GRMZM2G048910	3	0.641968	0.876222	0.118572	0.722926	191
GRMZM2G048912	22	4.63205	5.13392	1.44676	0.337637	576
GRMZM2G048919	4	0.864849	1.19851	0.0482655	0.850885	153
GRMZM2G048928	1	0.208796	0.0579456	0.00175593	-0.899693	414
GRMZM2G048962	3	0.636055	0.784676	0.0496032	0.458655	273
GRMZM2G048993	0	0	0	NA	NA	75
GRMZM2G049013	0	0	0	NA	NA	62
GRMZM2G049021	3	0.634735	0.611202	2.66479	-0.0726266	177
GRMZM2G049025	0	0	0	NA	NA	27
GRMZM2G049031	10	2.11583	2.02417	3.37948	-0.119227	232
GRMZM2G049039	11	2.30358	2.39973	5.4969	0.115916	235
GRMZM2G049041	2	0.42161	1.01513	1.04787	2.36253	131
GRMZM2G049055	7	1.475	1.7422	7.1971	0.457279	132
GRMZM2G049057	0	0	0	NA	NA	120
GRMZM2G049068	0	0	0	NA	NA	24
GRMZM2G049070	1	0.225329	0.156028	NA	-0.413315	18
GRMZM2G049076	14	2.93886	2.89179	9.55051	-0.0466049	635
GRMZM2G049077	0	0	0	0	NA	30
GRMZM2G049088	15	3.182	3.91943	6.26981	0.689201	304
GRMZM2G049091	7	1.49007	1.68536	0.450956	0.334234	175
GRMZM2G049109	4	0.860301	0.958395	NA	0.25015	109
GRMZM2G049117	8	1.66916	2.50513	3.12942	1.29342	120
GRMZM2G049141	18	3.77115	3.29338	9.09277	-0.382551	1346
GRMZM2G049151	0	0	0	NA	NA	117
GRMZM2G049155	1	0.210116	0.030303	1.9697	-1.07243	308
GRMZM2G049159	20	4.17494	4.09083	11.2863	-0.0614922	490
GRMZM2G049168	2	0.417593	0.670325	0.493854	1.00601	92
GRMZM2G049173	0	0	0	NA	NA	60
GRMZM2G049177	1	0.214445	0.381356	0.127119	0.995478	55
GRMZM2G049185	15	3.22155	5.77622	1.43339	2.38762	433
GRMZM2G049190	10	2.10765	2.82837	0.873168	0.937466	292
GRMZM2G049201	12	2.52624	2.66186	2.87506	0.152395	552
GRMZM2G049229	2	0.424825	1.0048	0.449517	2.3086	255
GRMZM2G049238	23	4.84857	7.12917	5.92775	1.47551	502
GRMZM2G049240	17	3.56423	2.65437	5.05529	-0.765007	318
GRMZM2G049269	36	7.5699	10.3583	16.1284	1.20541	508
GRMZM2G049288	17	3.58701	2.59521	4.11598	-0.833902	1881
GRMZM2G049296	10	2.10503	1.07181	7.11732	-1.34395	196
GRMZM2G049318	2	0.423241	0.783716	1.42625	1.43488	273
GRMZM2G049322	15	3.16776	5.55953	7.36139	2.23537	482
GRMZM2G049329	15	3.14578	2.87357	7.12766	-0.25441	460
GRMZM2G049340	7	1.4882	1.69735	0.538877	0.357933	162
GRMZM2G049342	16	3.34848	3.75314	11.3703	0.358203	863
GRMZM2G049346	0	0	0	NA	NA	147
GRMZM2G049349	26	5.50075	8.14485	4.72276	1.53447	441
GRMZM2G049351	7	1.46582	1.40532	3.32436	-0.103548	340
GRMZM2G049364	3	0.629087	0.605406	0.739912	-0.073081	243
GRMZM2G049372	12	2.52768	1.98327	1.60619	-0.611778	364
GRMZM2G049373	7	1.51694	1.99249	0.00395083	0.813855	167
GRMZM2G049378	0	0	0	NA	NA	59
GRMZM2G049382	0	0	0	0	NA	164
GRMZM2G049390	2	0.432382	0.547202	0.0342418	0.457042	86
GRMZM2G049398	1	0.207531	0.447619	0.219048	1.43191	83
GRMZM2G049401	3	0.652632	0.339535	2.00418	-0.966237	126
GRMZM2G049416	6	1.26544	1.59097	2.10137	0.62419	232
GRMZM2G049418	2	0.442594	0.794872	NA	1.40225	186
GRMZM2G049422	3	0.629141	0.771886	3.13714	0.44052	192
GRMZM2G049429	7	1.47656	0.727326	3.39201	-1.28225	214
GRMZM2G049464	7	1.47887	2.65243	NA	2.00845	321
GRMZM2G049484	8	1.69144	0.631923	1.81698	-1.63929	316
GRMZM2G049487	4	0.86075	1.239	0.0692482	0.96458	83
GRMZM2G049495	6	1.25415	1.18384	0.948017	-0.134825	127
GRMZM2G049510	21	4.40305	5.904	13.4177	1.05174	532
GRMZM2G049525	6	1.27639	2.6463	2.58589	2.62677	412
GRMZM2G049534	7	1.50601	2.63516	0.091011	1.93246	181
GRMZM2G049536	4	0.83656	0.979838	2.24689	0.365376	124
GRMZM2G049538	43	9.04894	13.9361	5.87691	1.79319	390
GRMZM2G049541	0	0	0	NA	NA	94
GRMZM2G049547	7	1.4738	2.83452	3.65768	2.32875	182
GRMZM2G049549	14	2.93945	3.86092	2.2966	0.912254	495
GRMZM2G049565	0	0	NA	NA	NA	NA
GRMZM2G049568	6	1.30277	0.81672	3.89115	-0.931986	140
GRMZM2G049588	17	3.59509	4.35087	6.19041	0.63546	486
GRMZM2G049608	20	4.42867	6.6591	4.39249	1.63071	442
GRMZM2G049609	0	0	0	NA	NA	210
GRMZM2G049623	10	2.10354	2.12042	3.40705	0.0219583	474
GRMZM2G049636	1	0.208796	0.0856014	NA	-0.73475	195
GRMZM2G049641	25	5.23723	7.63079	9.35021	1.43843	483
GRMZM2G049654	3	0.633676	0.699905	0.0207561	0.204387	235
GRMZM2G049661	2	0.42649	0.501186	0.00395083	0.297328	211
GRMZM2G049672	11	2.29973	3.44369	3.02714	1.37913	260
GRMZM2G049675	5	1.07445	1.29756	NA	0.48753	141
GRMZM2G049681	18	3.84287	5.6553	3.19436	1.45122	600
GRMZM2G049687	11	2.29716	4.61904	5.01645	2.79923	398
GRMZM2G049691	0	0	0	NA	NA	122
GRMZM2G049693	13	2.73888	2.76037	6.43509	0.0226151	402
GRMZM2G049695	6	1.30026	1.45151	NA	0.290021	211
GRMZM2G049726	7	1.49417	1.87027	0.395522	0.643666	746
GRMZM2G049730	5	1.0723	0.674412	NA	-0.869431	154
GRMZM2G049755	10	2.11067	2.83177	4.59634	0.937957	445
GRMZM2G049758	0	0	0	NA	NA	98
GRMZM2G049759	11	2.32817	2.47492	4.66982	0.17692	639
GRMZM2G049762	0	0	0	NA	NA	117
GRMZM2G049766	1	0.210116	0.030303	1.9697	-1.07243	116
GRMZM2G049767	1	0.208796	0.454346	0.888938	1.46449	107
GRMZM2G049779	2	0.42738	0.561972	NA	0.535749	37
GRMZM2G049781	7	1.49227	2.3339	0.607639	1.44039	281
GRMZM2G049790	1	0.221297	0.361991	NA	0.839115	46
GRMZM2G049798	11	2.32891	3.06176	0.184481	0.883514	361
GRMZM2G049811	2	0.42161	0.644023	0.285714	0.88532	97
GRMZM2G049823	3	0.632092	0.42728	2.04365	-0.632066	195
GRMZM2G049839	19	3.98408	5.59557	5.25662	1.23169	282
GRMZM2G049852	18	3.77893	4.28369	8.22741	0.404164	428
GRMZM2G049866	4	0.840644	1.11687	0.468001	0.704407	351
GRMZM2G049877	5	1.06323	1.4804	0.205208	0.911546	424
GRMZM2G049882	0	0	0	NA	NA	151
GRMZM2G049888	32	6.71057	9.14454	16.0196	1.17165	331
GRMZM2G049892	0	0	0	NA	NA	90
GRMZM2G049895	29	6.07552	11.1844	9.74575	2.68835	392
GRMZM2G049902	21	4.39873	5.1103	5.7633	0.498611	582
GRMZM2G049906	0	0	0	NA	NA	133
GRMZM2G049912	6	1.2773	1.1354	0.074602	-0.272104	141
GRMZM2G049913	1	0.223254	0.0783673	NA	-0.864121	31
GRMZM2G049915	22	4.75092	7.8988	NA	2.11779	242
GRMZM2G049930	4	0.858527	1.71211	0.268267	2.17673	153
GRMZM2G049954	19	3.98391	5.7095	9.10312	1.31889	743
GRMZM2G049990	2	0.430094	0.492335	0.00175593	0.247753	62
GRMZM2G050055	4	0.899107	0.280815	0.00198413	-1.57671	106
GRMZM2G050072	11	2.33465	3.48609	3.43672	1.38815	324
GRMZM2G050076	4	0.840635	0.685071	2.96324	-0.396705	186
GRMZM2G050077	19	4.00239	5.45635	1.03856	1.11128	263
GRMZM2G050080	0	0	0	NA	NA	22
GRMZM2G050085	4	0.853748	1.49988	NA	1.6477	167
GRMZM2G050089	4	0.842208	1.11254	2.61784	0.689383	237
GRMZM2G050108	4	0.838304	0.947037	0.0141243	0.27728	233
GRMZM2G050118	3	0.641899	0.847958	0.38759	0.635911	211
GRMZM2G050137	1	0.212935	0.499736	NA	1.71051	162
GRMZM2G050144	0	0	0	NA	NA	56
GRMZM2G050159	11	2.32982	3.7874	3.12476	1.75723	329
GRMZM2G050166	4	0.842022	1.20555	0.484663	0.927039	215
GRMZM2G050169	2	0.422988	0.592758	0.0401786	0.675774	71
GRMZM2G050172	0	0	0	0	NA	172
GRMZM2G050174	0	0	0	NA	NA	55
GRMZM2G050177	2	0.452863	0.997595	1.26813	2.16832	55
GRMZM2G050186	8	1.66537	3.30391	2.87757	2.53516	225
GRMZM2G050193	7	1.48546	1.63283	0.982159	0.252202	193
GRMZM2G050201	5	1.05087	0.492744	NA	-1.21958	125
GRMZM2G050212	8	1.6718	2.42249	2.3812	1.16147	432
GRMZM2G050216	5	1.04997	1.05354	0.800361	0.00778226	139
GRMZM2G050218	10	2.09932	3.74948	6.03792	2.14642	273
GRMZM2G050234	6	1.26244	2.22375	0.413545	1.84328	255
GRMZM2G050262	0	0	0	NA	NA	44
GRMZM2G050268	15	3.15428	4.47984	4.4718	1.23888	386
GRMZM2G050270	11	2.30846	3.02338	7.50845	0.861895	317
GRMZM2G050273	0	0	0	NA	NA	46
GRMZM2G050286	0	0	0	NA	NA	59
GRMZM2G050291	2	0.425939	0.903692	NA	1.90171	69
GRMZM2G050305	4	0.842022	0.929618	0.193591	0.223379	182
GRMZM2G050307	8	1.69548	2.70785	2.39102	1.56634	271
GRMZM2G050309	19	4.00147	5.31375	8.06543	1.00299	538
GRMZM2G050321	10	2.13415	2.40832	4.99555	0.356625	275
GRMZM2G050325	2	0.420291	0.282349	0.0237398	-0.549081	219
GRMZM2G050329	18	3.76829	6.20047	12.4026	1.94746	491
GRMZM2G050333	1	0.211494	0.0615079	0.00198413	-0.894535	80
GRMZM2G050364	6	1.2654	2.27634	2.32228	1.93845	385
GRMZM2G050371	9	1.95183	1.93299	5.88328	-0.0266251	231
GRMZM2G050375	1	0.210116	0.261072	1.462	0.303909	119
GRMZM2G050384	0	0	0	NA	NA	98
GRMZM2G050391	2	0.417593	0.608867	NA	0.761373	65
GRMZM2G050394	3	0.630773	0.55226	0.0153458	-0.242296	156
GRMZM2G050410	5	1.04805	0.695589	NA	-0.770179	80
GRMZM2G050412	14	2.93341	3.01008	0.0244824	0.0758995	250
GRMZM2G050418	0	0	0	NA	NA	58
GRMZM2G050434	0	0	0	NA	NA	230
GRMZM2G050435	11	2.30387	2.84941	5.01147	0.657696	365
GRMZM2G050450	2	0.427523	0.812859	NA	1.53384	163
GRMZM2G050458	4	0.852084	1.63005	0.600962	1.98389	120
GRMZM2G050460	5	1.04151	1.30143	2.79211	0.567967	75
GRMZM2G050467	2	0.420466	0.712254	0.0528821	1.16147	179
GRMZM2G050484	11	2.31666	1.83493	2.15584	-0.580773	200
GRMZM2G050485	24	5.04307	6.75839	8.29077	1.06884	432
GRMZM2G050495	4	0.864127	0.966941	0	0.262188	158
GRMZM2G050501	20	4.20027	6.73503	11.4989	1.85321	307
GRMZM2G050512	11	2.31323	3.50279	4.1314	1.43412	278
GRMZM2G050514	8	1.67852	1.66198	2.27323	-0.0255936	239
GRMZM2G050536	3	0.676116	0.281053	0.0150007	-1.21919	98
GRMZM2G050548	4	0.86629	0.710846	0.0567924	-0.396399	230
GRMZM2G050550	5	1.06243	1.27708	1.44141	0.469037	250
GRMZM2G050553	6	1.26276	2.35588	2.71258	2.09601	216
GRMZM2G050556	10	2.1288	1.75615	1.71146	-0.484724	365
GRMZM2G050570	5	1.066	1.62404	1.00055	1.21939	375
GRMZM2G050583	7	1.45657	1.88666	3.64236	0.73606	139
GRMZM2G050590	3	0.637625	0.748914	0.86155	0.343446	311
GRMZM2G050591	8	1.71187	2.07789	0.827826	0.566305	273
GRMZM2G050596	6	1.27637	3.01247	2.55099	3.32893	179
GRMZM2G050607	1	0.208796	0.33187	1.28007	0.734026	120
GRMZM2G050625	0	0	0	NA	NA	130
GRMZM2G050628	0	0	0	0	NA	230
GRMZM2G050641	0	0	0	0	NA	45
GRMZM2G050645	1	0.207531	0.500621	0.629814	1.74802	15
GRMZM2G050647	6	1.28499	2.29242	1.83541	1.93173	605
GRMZM2G050649	0	0	0	0	NA	258
GRMZM2G050658	5	1.04874	0.999775	2.11357	-0.10699	213
GRMZM2G050684	1	0.208796	0.479368	0.296752	1.61372	288
GRMZM2G050685	0	0	0	NA	NA	7
GRMZM2G050693	12	2.52079	4.01849	2.12521	1.68303	245
GRMZM2G050697	4	0.838051	0.915066	0.0941813	0.196399	545
GRMZM2G050701	0	0	0	0	NA	107
GRMZM2G050705	4	0.855332	1.3153	0.0972194	1.17296	122
GRMZM2G050709	2	0.420291	0.284609	NA	-0.540086	365
GRMZM2G050714	4	0.850696	0.64731	1.97161	-0.518656	206
GRMZM2G050727	9	1.89214	1.58987	1.41529	-0.427072	210
GRMZM2G050730	1	0.212935	0.0936013	NA	-0.711722	75
GRMZM2G050734	37	7.76341	10.2741	15.4602	1.05843	507
GRMZM2G050741	25	5.38698	6.56924	1.59697	0.710492	326
GRMZM2G050748	5	1.05369	1.20677	NA	0.334501	366
GRMZM2G050765	9	1.89291	2.09731	2.93835	0.288786	295
GRMZM2G050774	1	0.210116	0.115618	NA	-0.563599	135
GRMZM2G050803	19	3.98745	6.04206	3.37673	1.57036	301
GRMZM2G050810	2	0.417593	0.996927	0.395083	2.30606	144
GRMZM2G050825	11	2.34139	2.0467	2.47542	-0.355273	163
GRMZM2G050833	8	1.6695	2.34173	2.05761	1.04007	106
GRMZM2G050842	10	2.12911	3.22506	3.07195	1.42554	280
GRMZM2G050845	14	2.94555	4.2543	7.71344	1.29567	441
GRMZM2G050851	9	1.89266	3.01175	4.63335	1.58113	221
GRMZM2G050861	18	3.82135	4.50594	4.38506	0.548151	344
GRMZM2G050882	1	0.211494	0.267857	0.0496032	0.336156	150
GRMZM2G050885	15	3.16577	5.09179	3.96879	1.80008	394
GRMZM2G050890	9	1.89147	2.33124	0.0360734	0.621332	135
GRMZM2G050912	1	0.208796	0.254609	0	0.273233	90
GRMZM2G050914	7	1.46449	1.97632	3.26588	0.875956	200
GRMZM2G050915	1	0.219447	0.037037	0.000698812	-1.08791	126
GRMZM2G050917	0	0	0	NA	NA	76
GRMZM2G050925	8	1.67335	1.4182	2.10325	-0.394755	125
GRMZM2G050933	7	1.47796	2.30721	0.756861	1.41921	230
GRMZM2G050937	1	0.216029	0.290381	NA	0.443446	159
GRMZM2G050939	7	1.47375	1.95078	2.55946	0.816403	134
GRMZM2G050946	0	0	0	NA	NA	112
GRMZM2G050959	14	2.91693	4.09149	2.39489	1.16281	624
GRMZM2G050961	0	0	0	NA	NA	7
GRMZM2G050971	0	0	0	0	NA	138
GRMZM2G050982	4	0.835529	1.0337	2.34287	0.505365	180
GRMZM2G050984	8	1.68938	0.620282	5.79175	-1.65411	341
GRMZM2G051004	16	3.36816	4.55456	5.77629	1.05017	300
GRMZM2G051005	6	1.28562	1.28898	NA	0.00645638	281
GRMZM2G051009	2	0.42738	0.62303	0	0.778791	78
GRMZM2G051012	0	0	0	NA	NA	39
GRMZM2G051032	0	0	NA	NA	NA	NA
GRMZM2G051042	1	0.2324	0.284553	NA	0.311048	105
GRMZM2G051043	8	1.70817	2.76352	3.1469	1.63283	214
GRMZM2G051045	0	0	0	NA	NA	44
GRMZM2G051050	23	4.82515	7.21061	12.6215	1.54334	523
GRMZM2G051059	3	0.625124	0.385875	1.74894	-0.738339	93
GRMZM2G051079	3	0.651504	0.493177	2.98315	-0.488608	324
GRMZM2G051090	9	1.8887	2.25634	5.59337	0.519421	295
GRMZM2G051101	5	1.04823	1.49605	2.16295	0.978534	238
GRMZM2G051103	12	2.5501	2.68076	2.85745	0.14682	275
GRMZM2G051114	2	0.42889	0.0988701	1.96667	-1.31365	102
GRMZM2G051129	7	1.4609	1.63187	3.42372	0.292606	202
